1,Time,Displacement,Force
,(s),(mm),(N)
"","52.7900","11.1570","15029.9619"
"","52.8900","11.1778","15036.3477"
"","52.9900","11.2000","15036.5801"
"","53.0900","11.2201","15037.4639"
"","53.1900","11.2419","15044.6582"
"","53.2900","11.2625","15048.1133"
"","53.3900","11.2840","15056.0078"
"","53.4900","11.3054","15055.0107"
"","53.5900","11.3259","15067.2715"
"","53.6900","11.3474","15066.9814"
"","53.7900","11.3682","15075.8926"
"","53.8900","11.3904","15080.9492"
"","53.9900","11.4109","15080.8965"
"","54.0900","11.4325","15087.4092"
"","54.1900","11.4531","15081.8516"
"","54.2900","11.4742","15078.5820"
"","54.3900","11.4964","15054.6504"
"","54.4900","11.5160","15054.2725"
"","54.5900","11.5383","15043.1279"
"","54.6900","11.5586","15046.7021"
"","54.7900","11.5804","15052.2832"
"","54.8900","11.6015","15053.1055"
"","54.9900","11.6228","15075.5312"
"","55.0900","11.6438","15082.0703"
"","55.1900","11.6648","15096.5811"
"","55.2900","11.6870","15091.1514"
"","55.3900","11.7069","15089.1182"
"","55.4900","11.7288","15085.1143"
"","55.5900","11.7492","15081.6094"
"","55.6900","11.7712","15086.2705"
"","55.7900","11.7923","15077.8027"
"","55.8900","11.8129","15089.3916"
"","55.9900","11.8343","15081.9365"
"","56.0900","11.8551","15087.7354"
"","56.1900","11.8772","15086.1914"
"","56.2900","11.8975","15084.3994"
"","56.3900","11.9192","15087.1631"
"","56.4900","11.9397","15086.1416"
"","56.5900","11.9615","15089.2598"
"","56.6900","11.9829","15080.2861"
"","56.7900","12.0034","15087.9141"
"","56.8900","12.0250","15080.1924"
"","56.9900","12.0455","15084.1895"
"","57.0900","12.0677","15081.5605"
"","57.1900","12.0880","15072.0420"
"","57.2900","12.1096","15069.0635"
"","57.3900","12.1304","15049.4053"
"","57.4900","12.1517","15020.6953"
"","57.5900","12.1735","15017.6699"
"","57.6900","12.1936","15046.2373"
"","57.7900","12.2157","15063.9922"
"","57.8900","12.2360","15087.6982"
"","57.9900","12.2580","15106.5156"
"","58.0900","12.2787","15112.5732"
"","58.1900","12.3002","15137.3789"
"","58.2900","12.3211","15140.5635"
"","58.3900","12.3420","15156.4951"
"","58.4900","12.3641","15158.9590"
"","58.5900","12.3843","15169.8516"
"","58.6900","12.4061","15176.5596"
"","58.7900","12.4266","15182.1094"
"","58.8900","12.4482","15192.5771"
"","58.9900","12.4695","15188.1250"
"","59.0900","12.4904","15203.6992"
"","59.1900","12.5116","15195.4990"
"","59.2900","12.5324","15206.4727"
"","59.3900","12.5547","15207.8359"
"","59.4900","12.5749","15204.5859"
"","59.5900","12.5965","15212.1377"
"","59.6900","12.6172","15209.8184"
"","59.7900","12.6386","15218.5645"
"","59.8900","12.6602","15208.2637"
"","59.9900","12.6807","15219.0742"
"","60.0900","12.7023","15207.4766"
"","60.1900","12.7226","15202.5996"
"","60.2900","12.7450","15190.7217"
"","60.3900","12.7655","15172.0967"
